   ;ENTREPRISE;CODE_SEC;VILLE_SIEGE;ADRESSE;TEL;FAX
6266;EMCO INTERNATIONAL;S.ECA;TUNIS;residence essalem appt B3 Centre Urbain Nord;71 948 506;71 948 511
6267;ETUDES PILOTAGE ET REALISATION- EPR;S.ECA;TUNIS;13 Rue Abdelmoumen ibn ali;71 221 450/71283894;71 500 741/71283896
6268;EURIKA INGENIERIE;S.ECA;TUNIS;Avenue Hedi Karray imm Luxor centre Urbain Nord;71 232 422;71 755 929
6269;EXACTT CONSULTING TUNISIE;S.ECA;TUNIS;Rue du Lac de constance Immeuble Blue Center 2ème étage Bureau  N° A4;71 658 202;71 658 201
6270;FALCON INSPECTION ET SERVICES;S.ECA;TUNIS;22 AV Khaireddine pacha bloc A Monplaisir;25530583;71905477
6271;FIDUCIAIRE D'AUDIT D'ASSISTANCE DE GESTION ET DE CONSEILS - FAAGEC;S.ECA;TUNIS;13 Bis Rue Ahmed Ibn Touloun El Menzah 1;71 232 711;71 237 216
6272;FORTUNE PROMOSEVEN MCCANN;S.ECA;TUNIS;43, Rue Khierreddine Bacha;71 846 755;71 842 557
6273;GENOVIA ENGINEERING;S.ECA;TUNIS;Residence Aziz Bureau A2.4 El Aouina;70 736 271;70 736 271
6274;GET WIRELESS TUNISIE;S.ECA;TUNIS;14 Rue de la Bourse les Berges du Lac 2;71 197 119;71 197 108
6275;GETU-GEOTECHNIQUE TUNISIE;S.ECA;TUNIS;2 Rue Sahab Ibn Abbad Belvédère;71 894 100;71 781 956
6276;HORIZON CONSULTING;S.ECA;TUNIS;57 Rue Chedly Kallala;71791736;71791736
6277;IDEA CONSIEL;S.ECA;TUNIS;28 Rue de l'ile de Zembretta les jardins du lac II;70 021 700;
6278;IDEA CONSULT INTERNATIONAL;S.ECA;TUNIS;Immeuble Equinoxe bloc B rue de la bourse Lac 2;70 021 700;
6279;IMPACT INGENIERIE;S.ECA;TUNIS;14-16 rue Junon Carthage Hannibal;71 160 900/953;71 862 661
6280;IMPACT MEDIA;S.ECA;TUNIS;3 Rue Jugurtha;71 286 000;71 842 522
6281;INGENIEUR CONSEIL SBH;S.ECA;TUNIS;2 rue Mahrajene le Belvédère;71841502;71797472
6282;INSTITUT EL AMOURI;S.ECA;TUNIS;21 Rue el jahedh El Menzeh 1;58 450 450/ 71 750 5;71 752 177
6283;INSTITUT JAWDA;S.ECA;TUNIS;18 Rue du Brésil;71 843 821;71 840 670
6284;INTERNATIONAL BUSINESS ADVISORS - IBA;S.ECA;TUNIS;MENZEH 4 TUNIS;71755199;71234099
6285;INTERNATIONAL BUSINESS ADVISORS- IBA;S.ECA;TUNIS;Immeuble Saadi Tour EF 2ème étage bureau F7 El Menzah 4;71 755 199;
6286;INTERNATIONAL DEVELOPMENT CONSULTANTS - IDC;S.ECA;TUNIS;Immeuble Sâadi Bureau C1 C2 El Menzah 4;71 718 402;71 718 532
6287;KEY CONSULTING;S.ECA;TUNIS;10 Rue C.H bouchnak El Menzah 4;71 233 390;71 230 478
6288;LA GENERALE D'AUDIT ET CONSEIL;S.ECA;TUNIS;09 Place Ibn Hafs Mutuelle ville;71283150;71289827
6289;LA MEDITERRANEENNE D'AUDIT D'ASSISTANCE FIDUCIAIRE ET D'EXPERTISE - MAAFEX;S.ECA;TUNIS;bureau A 21 imm Carthage Palce centre Urbain Nord;71 948 551;71 948 641
6290;LABEL;S.ECA;TUNIS;Avenue HEDI KARRAY;71 707 740;71 707 217
6291;LEGAL AUDITORS & CONSULTANTS - L.A.C;S.ECA;TUNIS;Imm hajer passage le lac Neusiedl Les berges du Lac;71 862 167;71 861 837
6292;MAGHREB CORPORATE;S.ECA;TUNIS;Rue du Lac Windermere les Berges du lac;71 961 171;
6293;MANAGEMENT ENGINEERING & CONSTRUTION- ME & CO;S.ECA;TUNIS;Appt B2.6 résidence farah lake les berges du lac 2;71 267 122;71 267 123
6294;MEDITERRANEENNE DE SERVICES ET D'ETUDES;S.ECA;TUNIS;Rue du Lac Malaren Résidence Tej Al Bouhaira Rubis 2 B4 Les Berges du  Lac;71 962 095;71 964 460
6295;MKS (ANIS BEN BRAHIM);S.ECA;TUNIS;10 Rue 7000 Montplaisir;71 849 356;71 286 315
6296;MONDHER KSIBI;S.ECA;TUNIS;Centre Urbain Nord Cleopatre Centre APP A2.2;71 947 056;71 947 046
6297;NDT TECHNOLOGIES;S.ECA;TUNIS;9 rue de fer Sidi Daoud;97246938;71854260
6298;NEUROCOM;S.ECA;TUNIS;Imm El Amen 1er étage B3 Bergs du Lac;71 962 199;71 961 482
6299;OGER INTERNATIONAL;S.ECA;TUNIS;Rue du Lac Tchad Les Berges du Lac;71 169 500;71 861 102
6300;PANAFRICAN AUDIT AND CONSULTING;S.ECA;TUNIS;B12 Imm Venus centre urbain nord;71 948 462;71 822 221
6301;PRAGMA CONSULT;S.ECA;TUNIS;Complex Millenium bureau B7 1er étage sidi daoud La marsa;71 854 602;71 854 118
6302;SAKLY MOHAMED EL HECHMI - LABVET;S.ECA;TUNIS;38 Rue du Sahel 1008 Monfleury;71 490 751;71 390 904
6303;SCM INTERNATIONAL;S.ECA;TUNIS;"CENTRE LE MILLENIUM
ROUTE DE LA MARSA
2EME ETAGE -  B21
2046 SIDI DAOUD - 2046 TUNIS
TUNISA";71854882;71854852
6304;SCOPI;S.ECA;TUNIS;Rue Habib Achour  El Menzah IV;71 766 540;71 767 813
6305;SEGULA TECHNOLOGIES TUNISIE (Ex BETA CONCEPT);S.ECA;TUNIS;Imm Rahma Rue du Lac Huron Les Berges du Lac;71 960 063;71 960 078
6306;SEPT ENGINEERING;S.ECA;TUNIS;Imm. Les Jardins du Pacha CB3 41 Av Kheiredine;71 286 102;71 286 593
6307;SERAH;S.ECA;TUNIS;5, Rue du Libéria;71 781 243;71 783 315
6308;SGS- SUPERTEST;S.ECA;TUNIS;Rue 8612 Impasse N°5, ZI  Charguia I;71 788 700;71 795 376
6309;SOCIETE AFINCO;S.ECA;TUNIS;34 Rue de Marseille;71 354 451;71 354 676
6310;SOCIETE ALCOR;S.ECA;TUNIS;10 Rue Manoubi Jarjar Menzah 9 A;71 873 688;71 888 030
6311;SOCIETE AMA;S.ECA;TUNIS;Imm Morjane 2 App 6B cité MAhrajéne;71 841 346;71 890 110
6312;SOCIETE ASTRA ITALIA;S.ECA;TUNIS;19 rue Naplouse;;
6313;SOCIETE AUDIT GECTION & CONSEIL - AGC;S.ECA;TUNIS;Cité Soleil Immeuble 1 ElMenzah 5;71 234 203;71 752 203
6314;SOCIETE BEST OVERSEAS;S.ECA;TUNIS;1 Rue Jean Jack Rousseau MONTPLAISIR;71 909 077;71 908 957
6315;SOCIETE BMD;S.ECA;TUNIS;45 Rue de Niger;71 842 731;71 846 151
6316;SOCIETE CAPSYSTEMS;S.ECA;TUNIS;25 Rue Fatma Féhria Mutuelleville;71 844 198;72 389 055
6317;SOCIETE CARTHAGO CALL CENTER - 3C;S.ECA;TUNIS;67 Avenue Alain Savary;71 942 001;71 941 940
6318;SOCIETE CENTRALE POUR L'EQUIPEMENT DU TERRITOIRE TUNISIE - SCET;S.ECA;TUNIS;12 rue Sahab Ibn Abbad;71 800 033;71 781 956
6319;SOCIETE CERTO TUNISIE;S.ECA;TUNIS;67 Rue Alain Savary Résidence Jardin 2 Blov A N° 1-1;71 791 936;71 791 689
6320;SOCIETE CETA;S.ECA;TUNIS;3 Rue 8609 Charguia I;71 773 800;71 773 833
6321;SOCIETE CETBI;S.ECA;TUNIS;Centre Urbain Nord Avenue 7 Novembre;70 728 733;70 728 743
6322;SOCIETE COMETE ENGINEERING;S.ECA;TUNIS;Avenue Hedi Karray Tunis, MahrajÃšne;71707800;71707900
6323;SOCIETE COMETE INTERNATIONAL;S.ECA;TUNIS;Immeuble Comete Avenue Hédi Karray BP 97;71 707 800;71 707 200
6324;SOCIETE COMPTABILTE FINANCIERE ET TRAITEMENT INFORMATIQUE - CFTI;S.ECA;TUNIS;44 Rue Cordoue El Manar;71 871 500;71 888 698
6325;SOCIETE CONCEPT;S.ECA;TUNIS;44 Rue Ibn Charaf;71 792 830;71 799 743
6326;SOCIETE CONTROLE ET INSPECTION MODERNE - CIM;S.ECA;TUNIS;10 Rue 8191 cité olympique;71 868 097/71770137;71 868 096/71770136
6327;SOCIETE D'INGENIERIE DE L'ENVIRONNEMENT ET DE L'ENERGIE;S.ECA;TUNIS;Immeuble Fatma, Les jardins du Lac;71 168 100;71 190 918
6328;SOCIETE D'INGENIRIE ET CONSIELS EN STRUCTURES-SICS.NF;S.ECA;TUNIS;Immeuble Saadi toue EF 2ème étage bureau F7 El Menzeh 4;;
6329;SOCIETE ENGINEERING & CONSEIL TUNISIE;S.ECA;TUNIS;Rue du Lac Malaren Résidence Palais du golfe Les Berges du Lac;71 962 428;71 962 870
6330;SOCIETE ENGINEERING PROCUREMENT& PROJECT MANAGEMENT- EPPM;S.ECA;TUNIS;Immeuble Fekih Bloc 1, rue du Lac Leman les berges du Lac;71 861 988;71 860 818
6331;SOCIETE ENGINNERING GENERAL SERVICE - EGS;S.ECA;TUNIS;14 Rue Med Rachd Ridha;71 843 130;71 848 460
6332;SOCIETE EXCEL CONTROL;S.ECA;TUNIS;39 bis, Rue Louis Braille Cité les jardins;71 904 995;71 901 194
6333;SOCIETE FICOM CONSEIL;S.ECA;TUNIS;51 Avenue Alain Savary;71 281 827;71 785 561
6334;SOCIETE FMBZ-KPMG TUNISIE(EX SOCIETE FOURATI ET ASSOCIES KPMG TUNISIE);S.ECA;TUNIS;Les jardins du Lac BP n°317 publiposte rue lac echkel;71 194 344;71 194 320
6335;SOCIETE FORMATION MANAGEMENT CONSEIL - FMC;S.ECA;TUNIS;Centre Misk bloc A n°8 et 9 Montplaisir;71 950 170;71 950 266
6336;SOCIETE GEREP ENVIRONNEMENT;S.ECA;TUNIS;17 Rue Mustapha Abdessalem Menzah 5;71 236 248;71 234 825
6337;SOCIETE GREEN LAB;S.ECA;TUNIS;50, rue de lâ¿¿Artisanat. Charguia 2;71942518;71942604
6338;SOCIETE GS AUDIT&ADVISORY;S.ECA;TUNIS;40 Rue du Docteur Brunet, Mutuelle ville;71 844 850;71 844 808
6339;SOCIETE GS CONSULTING;S.ECA;TUNIS;35 Rue Emir Abdelkader MUTUELLE VILLE;71 891 360;71 897 168
6340;SOCIETE ID CLAIRE;S.ECA;TUNIS;Centre Misk Appt B19 - MONTPLAISIR;71 950 440;71 950 503
6341;SOCIETE IDEACONSULT;S.ECA;TUNIS;Immeuble Equinoxe bloc B rue de la bourse Lac 2;70 021 700;71 198 124
6342;SOCIETE IMC METROLOGIE;S.ECA;TUNIS;Rue 8612 impasse n°3 ZI Charguia 1;71 860 399/71205013;71 860 375/71205500
6343;SOCIETE INGEROP TUNISIE;S.ECA;TUNIS;10 Rue Manoubi Jarjar Menzah 9 A;71 887 280;71 886 550
6344;SOCIETE INTELLIGENCE;S.ECA;TUNIS;Oméga Center 6ème étage Bureau C 22 les jardins du lac 2;71 268 401;71 268 402
6345;SOCIETE ITALFLUID MAGHREB;S.ECA;TUNIS;Résidence du Lac Zone B bLOC d Les Berges du Lac;71 86 468;71 860 458
6346;SOCIETE K & B PARTNERS;S.ECA;TUNIS;3 Bis Rue Jâafar El Barmaki Mutuelle ville;71 288 794;71 288 846
6347;SOCIETE MAGHREB CONTROLE;S.ECA;TUNIS;25 Rue 8600 Charguia 1 Tunis;71 434 290;71 434 272
6348;SOCIETE MANAGEMENT FINANCE CONSEIL - MFC;S.ECA;TUNIS;Immeuble hajer les berges du lac;71 861 351;71 861 837
6349;SOCIETE MEC CONSULTING (EX PREVENTION PLUS);S.ECA;TUNIS;7 Bis Rue Ghandi;71 337 257;71 353 016
6350;SOCIETE METROCAL;S.ECA;TUNIS;13 rue Claude bernard cité les jardins;71 846 122/71795687;71 794 780
6351;SOCIETE MOSAIQUE INGENIERIE;S.ECA;TUNIS;TRIPLEX NÂ°08- CITE DES MÃ¿DECINS-RUE TAHAR SFAR-ALMANAR II  ;71880783;71871060
6352;SOCIETE OMEGA ENGENEERING SERVICES;S.ECA;TUNIS;Rue du lac Liman, Immeuble Regency, Apt N°404 - Les Berges du Lac;71960788;71960988
6353;SOCIETE PRODATA;S.ECA;TUNIS;Pacha Centre Bloc C Montplaisir;71 953 883;71 953 905
6354;SOCIETE QUALITY MANAGEMENT SYSTEMS;S.ECA;TUNIS;Avenue Mongi Slim Résidence Les Pins Appt A1;71 737 412;71 737 412
6355;SOCIETE SGS TUNISIE;S.ECA;TUNIS;Rue 8612 impasse N°5 La Charguia;71 205 100;71 205 082
6356;SOCIETE SMART BUSINESS CENTER;S.ECA;TUNIS;Bureau B1 Résidence El Mouna Rue du Lac Malaren Les Berges du Lac;71 860 422;71 860 356
6357;SOCIETE SNASH DESIGN;S.ECA;TUNIS;2 Rue Béni Hilel 1er étage El Manzah 5;71 231 040;71 234 457
6358;SOCIETE STECOT;S.ECA;TUNIS;23 Rue El Jahedh El Menzah I;71 755 222;71 231 133
6359;SOCIETE STRATEGE;S.ECA;TUNIS;3 Avenue Louis Braille;71 799 611;71 797 267
6360;SOCIETE STUDI INTERNATIONAL;S.ECA;TUNIS;28 Rue de l'île de Zembretta les jardins du lac Lac II;70 021 000;70 021 010
6361;SOCIETE TEXTILE CONSULTING;S.ECA;TUNIS;16 Bis Rue Docteur Alphonse Laveran Cité Jardins;71 843 053;71 847 404
6362;SOCIETE TUNINVEST FINANCE GROUP - TFG;S.ECA;TUNIS;Immeuble Iris Les Berges du Lac;71 862 311;71 862 805
6363;SOCIETE TUNISIA CALIBRATION LABORATORY-TUNICAL;S.ECA;TUNIS;Cité des médecins, Villa N° 1 El Manar;71 884 040;71 885 210
6364;SOCIETE TUNISIA ENGINEERING SERVICES;S.ECA;TUNIS;75 Avenue Kheireddine Pacha Imm Pacha Center Bloc B 3ième étage;71 950 975;71 950 956
6365;SOCIETE TUNISIENNE D'INSPECTION CALEB BRETT;S.ECA;TUNIS;67 RUE ECH-CHEM N° 67 5 ème étage gauche;71799355;71841408
6366;SOCIETE UNIVERSELLE INGENIERIE CONSEILS;S.ECA;TUNIS;5 Rue Saint Fulgence;71 842 388;71 842 112
6367;SOCIETE YAHIAOUI YASSINE - TELEC;S.ECA;TUNIS;Appartement A6 diar El Manar Rue Malaga Manar 1;71 884 219;71 884 794
6368;STE FINEX AUDIT TUNISIE;S.ECA;TUNIS;71 AVE ALAIN SAVARY TUNIS;71772556;71772739
6369;STRATEGY AND BUSINESS CONSULTING INTERNATIONAL - SBCI;S.ECA;TUNIS;Immeuble Mazars Rue du Lac Ghar El Melh LES BERGES DU LAC;71963380;71 964 380
6370;TECHNIQUE UNIVERSELLE DES VERIFICATIONS DU MAGHREB - TUVM;S.ECA;TUNIS;Rue 8300 Immeuble CIMEF 3éme étage Montplaisir;71 847 830;71 787 728
6371;THIRD EYE;S.ECA;TUNIS;rue des émeraudes Imm zarrad A 2.3 les berges du Lac II;36 100 884/71191068;
6372;TUNISIAN ENGINEERING CONSORTIUM - TEC CONSULTING;S.ECA;TUNIS;Alain Savary Bloc 21 - 2ième étage;71 771 486;71 772 197
6373;TUNISIE ENGINEERING ET CONSTRUCTION INDUSTRIELLE - TECI;S.ECA;TUNIS;Centre Nord Lotissm. AFH, Lot N° 4;70 148 900;70 148 966
6374;U REPUTATION;S.ECA;TUNIS;1 rue Ibn El Jazzar;;
6375;UNION DES EXPERTS COMPTABLES;S.ECA;TUNIS;IMMEUBLE MISK ESCALIER C MONTPLAISIR;71 950 095;71 950 755
6376;WAJDI ABDELHEDI;S.ECA;TUNIS;malek centre bloc B 1er etage bureau n°8 centre urbain Nord;71 948 214;71 948 177
6377;ZOUGAH NOUREDDINE;S.ECA;TUNIS;AVNUE DE JAPON TOUR NAR B 5-3 MONPLAISIR TUNIS;71908502;71906411
6378;2 AS ACCOUNTING & AUDITING SERVICES;S.ECA;TUNIS;Rue du lac léman 2ème étage B2 Imm mak crown les berges de lac;29 995 999;
6379;GHARBI SABER;S.ECA;ZAGHOUAN;Rue Ennaser 2ème étage BP 1 bis;72 682 040;72 682 058
6380;PROFESSIONAL TESTING INSPECTION METROLOGY  & ENGINEERING SERVICES-PROTIMESS;S.ECA;ZAGHOUAN;Lot 34 ZI 4 Zriba;72 668 421;72 668 431
6381;CEREFI;S.FOR;TUNIS;8, Avenue de Madrid;71 343 599;71 343 302
6382;IPM FORMATION;S.FOR;TUNIS;6 Rue Hédi Khéfacha;71 766 235;71 755 915
6383;SOCIETE SCEMAF;S.FOR;TUNIS;10 Rue Asdrubal;71831697;71830550
6384;ALPHA ENGINEERING;S.INF;ARIANA;2 Rue du Lac d'Amecy, Les Berges du Lac;71 964 906;71 964 153
6385;CONSULTING TELECOMMUNICATIONS & SOFTWARE- CTS SOFT;S.INF;ARIANA;2 Rue Sahab Ettabâa El Menzah VI;71 766 622;71 766 893
6386;DORBAA;S.INF;ARIANA;Pole technologique El Ghazala;25 546 765;
6387;ELCO SOLUTIONS;S.INF;ARIANA;Immeuble Assurance Salim lot AFH BC 5  Centre urbain nord TUNIS;54 440 203;36 369 492
6388;FEEDBACK LEADERS;S.INF;ARIANA;Pôle technologique El Ghazela BP 61;71 857 498;70 834 520
6389;GLOBAL PAYMENT GATE WAY;S.INF;ARIANA;BP 59 Pôle technologique El Ghazela;71 857 285;71 856 338
6390;HELCIA CONSIEL TUNISIE;S.INF;ARIANA;Pole Technologique El Ghazala;20 527 575;
6391;IRSIT;S.INF;ARIANA;Parc technologique des communications;71 856 722;71 857 747
6392;KARITECH;S.INF;ARIANA;Pole technologique El Ghazala;71 859 633;71 859 563
6393;LOCAGIS;S.INF;ARIANA;Pôle technologique El Ghazela BP 19 Raoued;71 247 478;71 247 478
6394;MOBILE POWERED;S.INF;ARIANA;Parc Technologique El Ghazela Route RAoued Km 3.5;71 856 961;71 856 961
6395;MYCOM;S.INF;ARIANA;Résidence Tunis Carthage bloc A 5ème Etage bureau A27;71 701 416;71 701 417
6396;PI2R;S.INF;ARIANA;14 Rue Salah Hafsa;71 723 009;
6397;SOCIETE ADVANCED E-TECHNOLOGIES - AETEC;S.INF;ARIANA;29 Rue des Entrepreneurs Z I Ariana Aéroport;71 940 094;71 941 194
6398;SOCIETE ARCHIMED TUNISIE;S.INF;ARIANA;Pole El Ghazala;71 859 710;71 859 711
6399;SOCIETE BIODATA CARTHAGO;S.INF;ARIANA;Immeuble Hertz Rue des Entrepreneurs ZI Charguia II;70 838 441;70 838 146
6400;SOCIETE CYNAPSYS COM;S.INF;ARIANA;Elgazala Pole of Communication Technologies PO Box 105;71857899;71858794
6401;SOCIETE CYNAPSYS INC;S.INF;ARIANA;BP 105 Parc Technologique El Ghazela;71 857 899;71 858 794
6402;SOCIETE EMBEDDED SYSTEMS TECHNOLOGY - EBSYS;S.INF;ARIANA;Pôle El Ghazala;71 859 108;71 859 092
6403;SOCIETE EXTENSUS TUNISIE;S.INF;ARIANA;Parc Technologique de la communication BP 11;71 856 100;71 856 625
6404;SOCIETE FOCUS;S.INF;ARIANA;ZI 33 Chotrana II;71 858 200/70106100;71 858 222/70106111
6405;SOCIETE HIGH LEVEL PROGRAMMING;S.INF;ARIANA;Pôle El Ghazala des technologies de communication route Raoued Km 3.5 BP 14;71 859 169;71 859 588
6406;SOCIETE IMH INFORMATIQUE;S.INF;ARIANA;16 Rue des juges Menzah 6;70 035 935;
6407;SOCIETE M2A INGENIERIE;S.INF;ARIANA;13 Rue Kaboul Cité Nasr 1;71 827 594;71 827 595
6408;SOCIETE NEW ITEC CONSULTING;S.INF;ARIANA;Pôle El Ghazala des communications BP 19 El Ghazala;71 859 000;71 859 411
6409;SOCIETE NEW TECH;S.INF;ARIANA; BP 19 Pole Technologique El Ghazala - Raoued;71 859 000;71 859 411
6410;SOCIETE OWLIANCE TUNISIE;S.INF;ARIANA;Rue des entrepreneurs Batiment Hertz Bloc C ZI Charguia;70 165 100;70 839 661
6411;SOCIETE PICOSOFT;S.INF;ARIANA;Parc technologique des communications route raoued;71 856 735;71 856 737
6412;SOCIETE PLM SYSTEMS;S.INF;ARIANA;Bloc Telnet Parc Technologique El Ghazela;71 858 055;71 858 056
6413;SOCIETE PROGED INTERNATIONAL;S.INF;ARIANA;Rue Dar Fadhal  Résidence Salma Soukra;29 306 903;
6414;SOCIETE PROGRESS ENGINEERING;S.INF;ARIANA;Parc Technologique Elghazala BP 9;71 853 360;71 856 820
6415;SOCIETE SANABIL MED;S.INF;ARIANA;66 Avenue des étoiles Menzah 8;71 715 888;71 715 232
6416;SOCIETE SBM DESIGN;S.INF;ARIANA;Résidence Tasnim 3ème étage App D10 Avenue Hédi Nouira Ennasr 2;71 829 259;71 829 259
6417;SOCIETE SYSTEMES INFORMATIQUES TUNISIE - SIT;S.INF;ARIANA;B 21 Pôle technologique El Ghazala;71 858 180;71 858 266
6418;SOCIETE TAGTRACE;S.INF;ARIANA;Route Raoued Technopole El Ghazela BP 19;71 859 000/71762387;71 859 411/71757871
6419;SOCIETE TELNET TECHNOLOGIES;S.INF;ARIANA;Parc des technologies des communications;71 858 055;71 858 056
6420;SOCIETE XVISION ENGINEERING;S.INF;ARIANA;BP 141 Pole technologique El Ghazela;71856200;71856277
6421;SOFT MAINT TUNISIE;S.INF;ARIANA;Pole technique El Ghazala RAOUED;71 857 772;71 857 782
6422;SPARK IT;S.INF;ARIANA;Résibence Kortoba Riadh el Andalous;71 821 085;71 821 086
6423;STE EDITIONS TECHNIQUES POUR L' AUTOMOBILE ET L'INDUSTRIE-ETAI TUNISIE;S.INF;ARIANA;ZI Charguia II 1 Rue des Métiers;71 942 520;71 942 540
6424;TAC - TIC;S.INF;ARIANA;BP 129 Technopark EL Ghazela;36 353 549;
6425;TECHNOLOGY ASSISTANCE SERVICE - TAS;S.INF;ARIANA;Résidence Erraoudha, Bloc C, App N° C 11 - LA SOUKRA;98 704 198;
6426;TELCOTEC;S.INF;ARIANA;232 Immeuble I1 technopark Elghazala;98 243 007;71 856 759
6427;TUNISIE SYSTEMES D'INFORMATION - TSI;S.INF;ARIANA;38 Rue Kaboul  ENNASR 1;71 827 745;71 827 743
6428;ULYSOFT SA;S.INF;ARIANA;Rue des entrepreneurs ZI Ariana;71941088;71940379
6429;ALLIANCE TECHNOLOGIE;S.INF;BEN AROUS;Rue de la Physique BP 295 ZI;71 872 983;71 872 984
6430;CLOUD TEMPLE TUNISIA;S.INF;BEN AROUS;GP 1 Km 12 Ezzahra;98 601 255/71857498;71 452 534/70834520
6431;CORAIL TECHNOLOGIE;S.INF;BEN AROUS;ZI Boumhal El Bassatine GP 1 km 12 BP 48;79 325 340;79 325 792
6432;ELSIL TUNISIA;S.INF;BEN AROUS;90 rue El Khawarismi 2014 Megrine riadh;71295872;71295873
6433;INGENIERIE INFORMATIQUE INDUSTRIELLE ET AUTOMATION - 3IA;S.INF;BEN AROUS;Résidence Hichem1 Nouvelle Médina 3 App B22;71 316 249;71 316 249
6434;SAGEMCOM SOFTWARE & TECHNOLOGIES BROADBAND;S.INF;BEN AROUS;34 Avenue de Paris Mégrine;71 297 100;71 428 299
6435;SOCIETE ASTER INFORMATIQUE;S.INF;BEN AROUS;GP1 Km 12 Ezzahra;71 881 002;71 881 138
6436;SOCIETE ASTER TRAINING;S.INF;BEN AROUS;GP 1 Km 12 Ezzahra;71 454 545;71 452 534
6437;SOCIETE TUNISIE EDITIQUE;S.INF;BEN AROUS;ZI Saint Gobain lot 58 Mégrine Riadh;71 297 211;71 295 001
6438;INTEC;S.INF;BIZERTE;Parc d'activités économiques de Bizerte;72 472 377;
6439;MAROUEN BOUAZIZ - MB DESIGN;S.INF;BIZERTE;5 cité des pins Hached;72 530 109;
6440;SOCIETE KOPILEFT DEVELOPMENT;S.INF;BIZERTE;Parc d'activités économiques BP1 Zone Blanche;23 245 425;004319193320
6441;SOCIETE MEDITERRANEAN ENGINEERING AND CONSULTING - M.E.C;S.INF;MAHDIA;AV Rabat Sidi Alouane;73 659 883;73 659 883
6442;ADITUS;S.INF;MANOUBA;Pole Manouba des technologies de la communication;70 526 333;70 526 320
6443;BI 4 YOU;S.INF;MANOUBA;Technopole Manouba Bat-tour D1;70 526 329;70 526 324
6444;IDEAL CREATION;S.INF;MONASTIR;AV Habib Bourguiba Lamta;73 555 435;73 556 017
6445;SOCIETE BABBASOFT;S.INF;MONASTIR;Rue Elhadj Mohamed Zakhama MOKNINE;73 475 088;73 475 088
6446;SOCIETE INSEN;S.INF;MONASTIR;Rue Mohamed Ben Cheikh BP n°3 Ksar Hellal;73 455 660;73 540 244
6447;SOCIETE UNIVERSEL PRO;S.INF;NABEUL;Rue Omar Ibn Khatab;72 384 431;72 384 401
6448;ADENIUM;S.INF;SFAX;Imm Amra centre bureau n°3 BP n°41 Sfax Hached;54 572 572;74 899 388
6449;ASSISTANCE PLUS;S.INF;SFAX;Route de Tunis km 2 El Fel Bloc A 1er étage Bur N°1;74 444 619;74 444 629
6450;NEURONAL;S.INF;SFAX;Imm Ragheb bureau N°3, Rue Ahmed Aloulou;74 418 498;74 418 498
6451;SOCIETE BUSINESS INTELLIGENCE SOLUTIONS;S.INF;SFAX;Pépenière des entreprises Cité El Ons;74 490 859;74 490 859
6452;SOCIETE COMPUTER SYSTEMS;S.INF;SFAX;Route de Mahdia Km 0.5;74 216 800;74 216 988
6453;SOCIETE I-WAY;S.INF;SFAX;Résidence El Rahma, Bloc C, Appt 3, El Manar 1;70 861 360;70 861 334
6454;SOCIETE L'AVENIR INFORMATIQUE;S.INF;SFAX;Route de Gremda Km 1.5 Immeuble OLIVIA 6ème étage App 3;74 406 920;74 406 920
6455;SOCIETE MEDIA TD;S.INF;SFAX;Avenue Ahmed Aloulou Immeuble Skandar;74 407 731;74 407 731
6456;SOCIETE PIVA SOFTWARE;S.INF;SFAX;Route Kaid M'hamed Km 4.5;74 611 029;74 612 729
6457;SOFT INTERNET;S.INF;SFAX;Route de gremda Km 0.5 Ribat El Medina;74 407 731;74 407 731
6458;TUNISIA DEVELOPPEMENT SYSTEMS - TDS;S.INF;SFAX;Technopole de Sfax SAKIET EZZIT;74 861 112;74 861 112
6459;UNIVERS DU LOGICIEL;S.INF;SFAX;AV Habib Bourguiba Imm El Baraka Agareb;98 412 287;
6460;CHIFCO;S.INF;SOUSSE;2 rue de l'independance;73820930;
6461;SOCIETE MACLOGIC;S.INF;SOUSSE;10 Rue du caire;73 228 044;73 202 899
6462;SOCIETE MAGHREB APPLICATION ET INFORMATION TECHNOLOGY-MAPPNET;S.INF;SOUSSE;AV 14 janvier imm Ons;73 817 066;73 817 067
6463;SOCIETE PROXYM IT;S.INF;SOUSSE;Technopole de Sousse BP 184 Khezama;73 821 222;73 820 390
6464;SOCIETE SMS2I;S.INF;SOUSSE;boulevard 14 janvier, immeuble neodem MESAADINE;73284160;73284160
6465;SOCIETE TECHNO CODE;S.INF;SOUSSE;GPR 815  SIDI ABDELHAMID;73 223 066;73 223 076
6466;STE WHITECAPE;S.INF;SOUSSE;Av. de la république Immeuble Mezri Jaaim Akouda;73 342 668;73 342 667
6467;ADVANCED DERIVATIVES SERVICES;S.INF;TUNIS;67 rue Alain Savary cité les jardins2 bloc A apt A4;71 843 444;
6468;AMEN CONSEIL;S.INF;TUNIS;Cité Izdihar floquier B27 A4 Cité Elkhadhra;71 805 303;71 805 304
6469;ATHENA TUNISIE;S.INF;TUNIS;A2-2 résidence farah rue du Lac Huron, les berges du Lac;71 963 085;71 963 474
6470;AXE FINANCE;S.INF;TUNIS;31 Avenue de la liberte;71 966 229;
6471;BUSINESS & DECISION TUNISIE;S.INF;TUNIS;rue Tanganiyaka Imm Maghrebia Bloc H, Les Berges du Lac ;71963001;71963144
